categoria,video,distancia_centros_mean,distancia_centros_std,distancia_centros_max,distancia_centros_min,velocidad_relativa_mean,velocidad_relativa_std,velocidad_relativa_max,velocidad_relativa_min,aceleracion_prom_mean,aceleracion_prom_std,aceleracion_prom_max,aceleracion_prom_min,diferencia_orientacion_mean,diferencia_orientacion_std,diferencia_orientacion_max,diferencia_orientacion_min,ang_brazo_der_mean,ang_brazo_der_std,ang_brazo_der_max,ang_brazo_der_min,ang_brazo_izq_mean,ang_brazo_izq_std,ang_brazo_izq_max,ang_brazo_izq_min,ang_pierna_der_mean,ang_pierna_der_std,ang_pierna_der_max,ang_pierna_der_min,ang_pierna_izq_mean,ang_pierna_izq_std,ang_pierna_izq_max,ang_pierna_izq_min,movimiento_relativo_mean,movimiento_relativo_std,movimiento_relativo_max,movimiento_relativo_min
noViolencia,NV_369.mp4,52.79600000000001,16.90859492158418,72.94,20.73,12.505500000000001,11.004555231054699,25.655,0.0,5.3667,7.290666362624963,22.463,0.0,66.90299999999999,33.745115218518826,127.09,29.11,17.689999999999998,25.169722993222543,87.66,1.35,56.007999999999996,42.72032662172266,156.01,0.0,65.586,22.97824439672351,92.67,33.45,15.992999999999999,18.40127353684461,44.25,0.0,52.7974,16.90979859397766,72.945,20.731
noViolencia,NV_370.mp4,38.43916666666667,16.06177305865946,55.85,3.37,20.83725,21.425895450153515,71.26,0.0,18.794583333333332,13.822821744941379,45.309,0.0,53.72083333333333,22.653607161426688,93.06,8.52,32.94416666666667,50.512702895290396,155.91,0.28,30.125,26.235017022708757,90.0,0.0,50.53666666666667,38.000645289576894,155.59,7.15,50.13333333333335,78.78265745169755,180.0,0.0,38.43966666666666,16.062498788586208,55.85,3.366
noViolencia,NV_371.mp4,32.03125,12.939969571061594,49.66,17.72,17.73525,9.90145706088611,29.229,0.0,9.1295,6.725733459737203,19.823,0.0,32.94125,34.71064366917692,99.87,0.74,22.02625,29.061826182664923,93.02,4.17,36.06999999999999,51.53972975149503,154.04,0.0,60.69625,51.955623630033685,174.12,10.85,28.15875,62.19148826407035,180.0,0.0,32.030125,12.937513554858324,49.655,17.721
noViolencia,NV_372.mp4,29.8975,17.60228698615203,54.06,7.04,22.917749999999998,19.112274124611275,56.271,0.0,17.131999999999998,11.956200949417719,32.533,0.0,48.61125,22.882066863126052,87.22,21.95,37.81375,41.372233248019995,132.75,9.16,40.957499999999996,19.828209161985068,58.13,0.0,59.709999999999994,30.00933378610252,118.93,25.71,32.10625,30.99996586979688,70.89,0.0,29.898625,17.60336935230217,54.062,7.036
noViolencia,NV_373.mp4,13.453333333333333,5.745612819070448,24.79,8.81,8.966499999999998,6.919218619179481,16.58,0.0,6.730999999999999,4.6165741843925785,13.326,0.0,119.25333333333333,68.76393638141046,259.45,86.39,9.583333333333334,3.106713161311592,12.85,5.15,1.8383333333333332,4.502978643816409,11.03,0.0,86.085,52.474084937233535,146.7,29.9,39.44833333333333,11.87085071368799,58.72,26.72,13.454333333333333,5.746633994493356,24.794,8.811
noViolencia,NV_374.mp4,12.34625,6.797581371340839,21.71,4.43,9.10025,7.212495659815481,21.225,0.0,13.25475,17.353845442519567,55.116,0.0,159.7475,104.53053139086754,335.24,81.46,38.79125,51.98633816068548,122.63,2.41,20.53,35.66985602117604,82.6,0.0,103.44125,51.99562246340688,163.17,45.36,61.99249999999999,29.045059943867518,128.37,41.01,12.348375,6.797013397441556,21.714,4.433
noViolencia,NV_375.mp4,13.127500000000001,2.7038783873046754,15.75,9.56,2.47825,2.7756275416561205,6.304,0.0,22.78675,38.71535786028589,80.578,0.0,213.43,82.59049420685974,261.44,89.88,8.6975,4.0862238068906604,13.51,3.58,59.1675,39.988309437467684,87.48,0.0,90.7475,40.90806878436901,150.45,57.74,56.9825,16.07745704394821,74.69,37.11,13.126000000000001,2.703181458947956,15.745,9.559
noViolencia,NV_376.mp4,39.5225,16.579047771208092,54.74,15.94,7.5375,7.488182089132181,15.075,0.0,4.34675,4.402703667444964,8.694,0.0,193.725,128.7374958329287,258.64,0.62,5.21,5.74220631232746,10.18,0.0,10.5925,21.185,42.37,0.0,46.9725,21.5882767183179,61.8,16.04,28.759999999999998,33.426444620988335,62.18,0.0,39.52275,16.57654315340405,54.741,15.945
noViolencia,NV_377.mp4,24.5625,2.913707546523273,28.85,22.41,7.824249999999999,8.09763337339991,19.287,2.074,4.8767499999999995,3.9378451277316633,10.68,2.109,230.55,4.353856528029678,234.05,224.46,10.7625,1.7285133303892486,12.44,9.01,13.525,27.05,54.1,0.0,142.14749999999998,4.298917499402215,147.45,137.61,40.317499999999995,5.429575643332237,48.39,36.62,24.56175,2.9125524172679427,28.847,22.408
noViolencia,NV_378.mp4,28.09,0.0,28.09,28.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.34,0.0,221.34,221.34,164.72,0.0,164.72,164.72,0.0,0.0,0.0,0.0,138.7,0.0,138.7,138.7,75.43,0.0,75.43,75.43,28.094,0.0,28.094,28.094
noViolencia,NV_38.mp4,158.0738888888889,62.42987559125734,233.34,33.73,82.17994444444443,115.50450235149849,428.519,0.0,75.17544444444445,94.39693940279197,275.235,0.0,177.45555555555555,107.07857017559431,329.28,1.37,54.43388888888889,69.14999809781708,174.87,2.16,41.58111111111111,31.9790238030915,121.23,0.0,27.240000000000002,23.697572970789274,97.59,11.56,36.75166666666666,16.81509029903515,79.47,1.66,158.0738333333333,62.43122522494841,233.34,33.726
noViolencia,NV_381.mp4,38.35666666666667,27.535187185369438,56.47,6.67,6.336666666666667,5.487714308647393,9.505,0.0,1.9633333333333332,1.7002965427634478,2.945,0.0,174.9666666666666,146.3088426354789,262.45,6.06,38.873333333333335,44.276992144152395,90.0,13.31,25.180000000000003,21.806519667292164,37.77,0.0,39.96,6.980164754502578,48.02,35.93,51.053333333333335,88.42696722908308,153.16,0.0,38.358333333333334,27.5360100474512,56.475,6.671
noViolencia,NV_382.mp4,48.54,0.0,48.54,48.54,18.969,0.0,18.969,18.969,4.429,0.0,4.429,4.429,266.48,0.0,266.48,266.48,13.67,0.0,13.67,13.67,0.0,0.0,0.0,0.0,48.48,0.0,48.48,48.48,1.44,0.0,1.44,1.44,48.539,0.0,48.539,48.539
noViolencia,NV_384.mp4,28.805,1.1950104602052638,29.65,27.96,21.487499999999997,8.747617990058778,27.673,15.302,7.7195,0.09687362902255733,7.788,7.651,225.35,1.2020815280171229,226.2,224.5,13.040000000000001,7.665037508062175,18.46,7.62,0.0,0.0,0.0,0.0,88.535,86.16096128758082,149.46,27.61,34.215,21.022284604676056,49.08,19.35,28.8065,1.1971317805488235,29.653,27.96
noViolencia,NV_385.mp4,34.79333333333333,2.16719788359685,37.71,31.93,1.9565,1.8166270668466875,4.97,0.0,3.2765,3.26431473666373,8.998,0.0,266.15000000000003,3.542264812235256,270.67,261.63,4.468333333333334,2.0672050374035633,7.71,1.47,0.0,0.0,0.0,0.0,43.71,9.145003007107215,55.24,33.95,6.2683333333333335,15.354218204345887,37.61,0.0,34.792,2.168349141628257,37.708,31.929
noViolencia,NV_386.mp4,35.43,22.090015844267743,51.05,19.81,37.775,53.421917318643665,75.55,0.0,10.3215,14.596805284033902,20.643,0.0,181.36,94.65331372963124,248.29,114.43,27.88,28.77924599429248,48.23,7.53,45.0,63.63961030678928,90.0,0.0,103.78999999999999,98.54240102615726,173.47,34.11,59.2,83.72144289248723,118.4,0.0,35.4295,22.09355137817368,51.052,19.807
noViolencia,NV_395.mp4,41.54,0.0,41.54,41.54,12.932,0.0,12.932,12.932,6.466,0.0,6.466,6.466,254.28,0.0,254.28,254.28,9.45,0.0,9.45,9.45,0.0,0.0,0.0,0.0,37.5,0.0,37.5,37.5,0.0,0.0,0.0,0.0,41.539,0.0,41.539,41.539
noViolencia,NV_396.mp4,28.763333333333332,15.793012167833385,38.16,10.53,24.634666666666664,16.848248108730274,36.599,5.367,12.027666666666667,5.499742933386371,18.299,8.026,261.55,5.3453157062983605,266.07,255.65,24.689999999999998,25.686759235061164,54.29,8.25,5.18,8.972023183206783,15.54,0.0,50.32333333333333,35.87002973700096,91.31,24.66,37.656666666666666,65.22325991035203,112.97,0.0,28.762333333333334,15.793012167833384,38.159,10.529
noViolencia,NV_400.mp4,39.67,0.0,39.67,39.67,11.807,0.0,11.807,11.807,2.305,0.0,2.305,2.305,37.6,0.0,37.6,37.6,7.43,0.0,7.43,7.43,68.15,0.0,68.15,68.15,38.2,0.0,38.2,38.2,9.68,0.0,9.68,9.68,39.668,0.0,39.668,39.668
noViolencia,NV_404.mp4,14.95,0.0,14.95,14.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.35,0.0,69.35,69.35,5.78,0.0,5.78,5.78,55.61,0.0,55.61,55.61,39.03,0.0,39.03,39.03,52.37,0.0,52.37,52.37,14.946,0.0,14.946,14.946
noViolencia,NV_406.mp4,30.11,7.105905994312054,35.98,22.21,9.750333333333334,4.832585884734314,14.753,5.108,5.601333333333334,1.540696379347123,7.376,4.606,258.7966666666667,3.17257518954766,261.11,255.18,10.243333333333334,4.06342630465145,13.66,5.75,0.0,0.0,0.0,0.0,40.79666666666667,8.25162004295722,49.46,33.03,13.043333333333335,19.288588163298353,35.2,0.0,30.107333333333333,7.106477702303254,35.976,22.206
noViolencia,NV_417.mp4,34.252,2.7624119895482644,36.93,31.12,2.528,2.4001348920425287,6.799,1.182,3.3821999999999997,0.9406982513005966,4.706,2.054,258.896,3.938093447342261,262.55,252.35,11.437999999999999,6.024609530915676,17.57,2.93,0.0,0.0,0.0,0.0,42.29600000000001,6.369386155666808,52.14,34.95,7.534000000000001,16.02118222853732,36.17,0.0,34.251400000000004,2.761219440754392,36.931,31.121
noViolencia,NV_419.mp4,12.556666666666667,5.287236203033364,17.62,2.57,1.9796666666666667,2.1344275735350373,5.249,0.0,3.0188333333333333,3.2188572765294623,9.099,0.0,227.01999999999998,162.9475466522893,341.75,16.63,6.828333333333333,4.119332065598337,12.26,1.34,66.085,8.350086825895882,75.02,50.52,62.68833333333333,17.103011917982947,92.54,49.3,47.78,17.703183894429838,65.32,14.19,12.557333333333334,5.284729914259258,17.62,2.575
noViolencia,NV_42.mp4,138.0,0.0,138.0,138.0,3.054,0.0,3.054,3.054,3.226,0.0,3.226,3.226,199.75,0.0,199.75,199.75,5.9,0.0,5.9,5.9,56.87,0.0,56.87,56.87,31.8,0.0,31.8,31.8,34.49,0.0,34.49,34.49,137.998,0.0,137.998,137.998
noViolencia,NV_420.mp4,12.235,3.585031380615796,14.77,9.7,0.257,0.3634528855298854,0.514,0.0,3.9375,5.568465901844061,7.875,0.0,322.48,8.188296526140208,328.27,316.69,10.445,1.8879751057680818,11.78,9.11,65.655,4.122432534317566,68.57,62.74,60.540000000000006,7.580184694319794,65.9,55.18,40.41,24.239620459074846,57.55,23.27,12.24,3.585031380615796,14.775,9.705
noViolencia,NV_424.mp4,19.135,12.254160517962868,27.8,10.47,10.817499999999999,2.0541451993469204,12.27,9.365,3.2655,2.004647724663862,4.683,1.848,10.455,10.740952006223658,18.05,2.86,10.29,0.9192388155425111,10.94,9.64,39.185,8.209509729575815,44.99,33.38,45.94,12.855201281971434,55.03,36.85,25.9,30.235885963536774,47.28,4.52,19.134999999999998,12.255574731525241,27.801,10.469
noViolencia,NV_425.mp4,25.471666666666668,9.317760281669981,35.07,14.19,4.5071666666666665,3.776974525551723,9.994,0.0,12.049000000000001,10.230202344039927,29.373,0.0,36.32,20.749418305099542,55.24,6.22,13.756666666666668,6.760700160979384,22.44,6.54,115.19500000000001,58.595201083365176,170.55,45.35,60.86666666666667,13.304746020374333,76.64,42.74,0.0,0.0,0.0,0.0,25.474166666666665,9.317289249919565,35.075,14.194
noViolencia,NV_427.mp4,34.02,0.0,34.02,34.02,2.06,0.0,2.06,2.06,0.485,0.0,0.485,0.485,251.09,0.0,251.09,251.09,16.63,0.0,16.63,16.63,0.0,0.0,0.0,0.0,43.25,0.0,43.25,43.25,0.0,0.0,0.0,0.0,34.021,0.0,34.021,34.021
noViolencia,NV_43.mp4,151.51111845449924,101.77949365744315,436.89,1.66,149.5678896797153,135.77705112137025,521.675,0.0,133.97207422470765,95.02683199746076,470.194,0.0,69.16100660904931,101.70421551795953,263.21,0.0,13.902445348246058,30.499968758534063,167.0,0.0,28.734641586171836,22.87300195369005,180.0,0.0,45.66219623792578,28.173833216009964,180.0,0.0,24.308296898830704,20.744826169798657,180.0,0.0,151.51120386375192,101.77949582008283,436.892,1.662
noViolencia,NV_438.mp4,27.7825,4.988295467057526,32.58,20.77,5.1395,3.955461077211269,9.706,0.753,3.3817500000000003,1.1964830058690068,4.186,1.601,254.81500000000003,3.21275063873104,259.36,252.51,16.107499999999998,3.0073285487289207,20.31,13.17,45.0,90.0,180.0,0.0,44.74,12.608158734195356,62.68,34.45,12.445,24.89,49.78,0.0,27.78175,4.98894587229273,32.577,20.767
noViolencia,NV_442.mp4,19.548,9.990180512216316,38.5,7.02,3.3182,3.500727156209438,10.963,0.0,5.971400000000001,13.534971979612257,43.773,0.0,24.875999999999998,9.987437887444184,41.73,10.89,5.584,2.730743488502719,12.49,3.0,77.799,62.77815144529893,164.4,0.0,63.388999999999996,14.42516508667328,87.35,45.27,9.373000000000001,11.163573750770356,36.24,0.0,19.5482,9.9900475229656,38.499,7.017
noViolencia,NV_443.mp4,35.05083333333334,13.752643685245879,51.32,6.12,1.9167499999999997,1.7433335947911042,4.801,0.0,11.485,23.492452772597574,64.631,0.0,33.82833333333334,15.750714750496725,47.03,0.0,14.37083333333333,12.719362089731426,51.39,5.49,45.93666666666667,70.15089001357694,172.41,0.0,50.59916666666667,6.460868866890236,62.79,40.17,8.782499999999999,11.177516495179061,29.53,0.0,35.0515,13.75445060863772,51.322,6.115
noViolencia,NV_446.mp4,22.1575,7.169934747660838,31.34,11.01,10.885375,8.54434609948925,26.486,0.0,6.525875,5.120550289554545,15.023,0.0,43.0325,71.66001430365472,215.82,0.24,11.0125,6.084734411389117,21.81,1.29,45.886250000000004,15.182603708097725,67.41,28.23,52.20875,7.620898779952776,61.4,41.35,11.44375,21.664621547253354,54.76,0.0,22.158250000000002,7.1702635486530655,31.339,11.009
noViolencia,NV_447.mp4,34.42933333333334,17.947074360330657,66.8,9.12,43.991,46.89168190780597,104.956,0.0,11.842199999999997,17.597396070360602,69.939,0.0,141.81333333333333,127.23498118872513,320.17,10.6,13.051999999999998,10.559918966139303,47.29,1.22,64.60666666666667,30.84677122873795,162.02,14.85,61.91066666666666,13.968408471908864,78.33,36.4,36.744,24.45275818506253,69.52,0.0,34.428533333333334,17.946414722989207,66.796,9.119
noViolencia,NV_448.mp4,29.59,2.729432175380073,31.52,27.66,0.1775,0.25102290732122434,0.355,0.0,5.878,8.312747319629054,11.756,0.0,253.565,1.9304015126392875,254.93,252.2,13.08,0.3111269837220818,13.3,12.86,0.0,0.0,0.0,0.0,35.035,1.3930003589375028,36.02,34.05,4.705,6.653874810965412,9.41,0.0,29.587,2.729432175380073,31.517,27.657
noViolencia,NV_461.mp4,3.99,0.0,3.99,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,0.0,7.47,7.47,164.56,0.0,164.56,164.56,1.87,0.0,1.87,1.87,21.8,0.0,21.8,21.8,45.36,0.0,45.36,45.36,3.989,0.0,3.989,3.989
noViolencia,NV_464.mp4,49.69375,27.765018554957656,89.67,17.53,25.988874999999997,21.581988856037867,55.12,0.0,34.74575,19.76026554007526,65.081,0.0,176.38125,121.45174073180554,314.32,3.62,66.0025,77.655334054673,179.99,1.98,78.4425,44.17044737636887,178.15,28.97,59.85625,33.93257766197131,101.34,10.29,53.175000000000004,34.76771942888568,100.78,0.1,49.693125,27.76501221958261,89.668,17.529
noViolencia,NV_468.mp4,36.16,0.0,36.16,36.16,39.64,0.0,39.64,39.64,4.193,0.0,4.193,4.193,38.7,0.0,38.7,38.7,12.0,0.0,12.0,12.0,74.72,0.0,74.72,74.72,28.49,0.0,28.49,28.49,86.35,0.0,86.35,86.35,36.157,0.0,36.157,36.157
noViolencia,NV_469.mp4,51.155,53.634049352999625,89.08,13.23,17.735,25.08107752868684,35.47,0.0,8.8675,12.54053876434342,17.735,0.0,68.52,78.85654823792377,124.28,12.76,24.925,15.959400051380378,36.21,13.64,56.864999999999995,19.862629483530117,70.91,42.82,57.14,16.348308781032983,68.7,45.58,40.775,29.988398590121477,61.98,19.57,51.155499999999996,53.63617067334319,89.082,13.229
noViolencia,NV_506.mp4,35.212857142857146,10.736791486685929,50.28,3.65,9.434380952380952,9.23983523920308,29.819,0.0,13.649809523809525,21.566400322304712,60.387,0.0,122.83047619047618,88.00330360140978,262.47,34.36,37.53857142857142,53.69440876718117,167.26,0.93,61.496666666666655,35.45974059878799,115.42,0.0,54.01095238095237,55.14264174890081,156.9,0.0,17.5647619047619,22.72453885539762,78.27,0.0,35.212428571428575,10.736908421754507,50.278,3.646
noViolencia,NV_507.mp4,43.147368421052626,8.138581532228153,57.75,27.22,8.430473684210526,5.467646572423613,19.716,0.0,11.048842105263157,20.24669484210299,71.399,0.0,65.75736842105263,41.42598578483817,220.26,2.8,30.29368421052631,52.208992968487955,164.26,0.47,47.695263157894736,34.70549626154672,101.52,0.0,82.76736842105262,62.4023874046592,180.0,0.0,13.671578947368424,13.128681182458626,45.34,0.0,43.147000000000006,8.138169921221026,57.748,27.217
noViolencia,NV_519.mp4,27.324857142857145,19.709884337671685,75.93,2.22,28.07259047619048,25.094533684455925,90.835,0.0,22.516619047619045,19.308443974563676,77.041,0.0,149.24095238095236,117.08739295700825,338.23,0.38,24.819904761904766,33.521783632072115,135.42,0.0,88.85647619047619,30.72338372731229,173.51,49.47,81.74771428571428,40.199446687187674,179.08,20.96,78.38457142857143,32.24034291991025,168.18,12.63,27.324876190476193,19.70960911522368,75.925,2.224
noViolencia,NV_539.mp4,64.06857142857143,51.187522707710535,129.28,11.6,26.64528571428571,27.398602718108858,82.253,0.0,17.81757142857143,14.435321412622384,35.825,0.0,179.83285714285714,161.11417366930465,327.85,2.59,76.10142857142856,68.58561083992555,171.04,5.26,118.93142857142857,38.711255653694764,150.1,62.36,83.24714285714286,25.168978071086972,133.0,59.99,104.97571428571428,74.07411645488206,174.74,0.67,64.07057142857143,51.18780666935288,129.283,11.603
noViolencia,NV_579.mp4,62.545,8.124656915833437,68.29,56.8,34.6545,24.019710250125833,51.639,17.67,38.9155,27.205933406152415,58.153,19.678,64.99000000000001,1.4849242404917558,66.04,63.94,6.470000000000001,4.582051942088828,9.71,3.23,38.7,0.1414213562373065,38.8,38.6,117.52000000000001,84.64068170802975,177.37,57.67,0.0,0.0,0.0,0.0,62.543,8.120414275146308,68.285,56.801
noViolencia,NV_625.mp4,54.17789473684211,22.154736032166365,92.18,1.26,42.490421052631575,35.2628584858154,144.141,0.0,26.609473684210528,26.748982774778185,95.502,0.0,83.97842105263157,49.251478631290055,166.09,0.86,10.376315789473683,12.425860672415912,56.5,0.04,13.277368421052632,25.14143897634282,91.38,0.0,54.60736842105263,31.13592224105735,159.99,34.9,14.62684210526316,32.0402956451597,125.43,0.0,54.17863157894737,22.154687139420727,92.177,1.26
noViolencia,NV_626.mp4,71.912,10.306477297588845,88.59,53.12,23.860666666666667,22.655407265837276,88.08,0.0,17.063000000000002,27.351880295772826,87.415,0.0,79.63000000000001,32.75901446276168,149.46,22.42,7.652666666666667,6.597826987151221,21.24,0.03,2.6686666666666667,5.656500516683269,16.95,0.0,47.66466666666667,15.65799014043933,88.0,33.05,0.009333333333333334,0.03614784456460256,0.14,0.0,71.91073333333334,10.305291071418926,88.592,53.12
noViolencia,NV_630.mp4,15.13142857142857,6.887642142686733,22.75,2.35,4.478142857142857,6.3912894220329655,15.369,0.0,3.438142857142857,4.402173911019093,11.851,0.0,130.72142857142856,87.83895878795684,186.5,1.74,58.292857142857144,7.99227692689577,75.2,49.87,65.85,34.65841504358406,136.3,21.55,47.12285714285714,14.845474859684474,56.47,22.78,48.95571428571429,26.91179038831794,93.19,21.2,15.132000000000001,6.885849185104187,22.749,2.355
noViolencia,NV_646.mp4,65.17,0.0,65.17,65.17,84.433,0.0,84.433,84.433,28.634,0.0,28.634,28.634,23.0,0.0,23.0,23.0,3.88,0.0,3.88,3.88,0.0,0.0,0.0,0.0,31.31,0.0,31.31,31.31,0.0,0.0,0.0,0.0,65.172,0.0,65.172,65.172
noViolencia,NV_661.mp4,30.242727272727265,12.895572581618554,48.31,2.38,5.9039090909090906,12.327025022125325,44.116,0.0,5.043227272727273,8.37048135346735,23.296,0.0,74.56727272727272,40.55853937233584,117.8,2.88,11.526363636363634,13.006189568800199,57.08,1.33,60.18863636363637,37.950514557707976,91.77,0.0,67.52409090909092,17.731320327679228,118.06,37.37,42.662272727272736,20.424015493395487,90.0,0.0,30.242636363636358,12.896933136899733,48.312,2.376
noViolencia,NV_663.mp4,65.03999999999999,22.81126476107803,81.17,48.91,46.686,31.32200197943931,68.834,24.538,8.43,3.0730860710367356,10.603,6.257,47.76,20.605091603775996,62.33,33.19,4.93,3.662813126546316,7.52,2.34,51.315,17.543319241238247,63.72,38.91,93.97,62.324391693782296,138.04,49.9,49.879999999999995,67.88225099390856,97.88,1.88,65.041,22.80985054751565,81.17,48.912
noViolencia,NV_664.mp4,76.322,31.687644016766747,138.86,7.1,22.55112,25.09324426567172,119.754,0.0,14.837159999999999,15.298702021958158,78.467,0.0,108.14720000000001,113.26802467010125,323.23,1.56,37.3536,55.05970334403677,166.12,0.82,58.5124,47.012575558744565,165.46,0.0,34.3668,38.449023039170534,154.32,0.0,29.713599999999996,34.414996111191606,171.0,0.0,76.32072,31.6882220266458,138.855,7.101
noViolencia,NV_667.mp4,28.964,16.77511937364381,47.5,5.75,10.172999999999998,7.950234650625099,21.301,0.0,4.0778,3.347130890777951,6.812,0.0,201.124,105.08787932011951,278.49,25.97,27.689999999999998,39.072942684164445,90.0,1.21,16.544,25.14126249813243,56.78,0.0,47.251999999999995,30.035365321567177,100.98,33.65,29.142000000000003,11.443929395098522,48.28,18.17,28.964,16.774545344062236,47.499,5.754
noViolencia,NV_674.mp4,64.42,0.0,64.42,64.42,10.482,0.0,10.482,10.482,1.34,0.0,1.34,1.34,163.31,0.0,163.31,163.31,21.91,0.0,21.91,21.91,39.98,0.0,39.98,39.98,68.62,0.0,68.62,68.62,18.78,0.0,18.78,18.78,64.416,0.0,64.416,64.416
noViolencia,NV_682.mp4,35.43625,24.805388779456774,74.45,12.91,44.180125000000004,47.66458630123476,139.29,6.111,31.704124999999998,30.689183792327967,77.588,0.306,227.14499999999998,104.67796520758321,312.14,27.0,4.26375,5.468295470907077,15.7,0.0,10.5975,25.25386349508866,72.13,0.0,59.745,16.53837010452619,93.5,34.81,14.66375,41.47534825049695,117.31,0.0,35.435625,24.806064367624185,74.452,12.911
noViolencia,NV_684.mp4,79.05,0.0,79.05,79.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.47,0.0,59.47,59.47,7.76,0.0,7.76,7.76,0.0,0.0,0.0,0.0,28.58,0.0,28.58,28.58,4.93,0.0,4.93,4.93,79.045,0.0,79.045,79.045
noViolencia,NV_692.mp4,62.89491525423728,40.39269831476806,162.84,5.21,38.43067796610169,48.908014619790876,139.309,0.0,30.35954237288136,38.83035647678956,119.581,0.0,137.84016949152544,135.42268223515543,314.85,0.01,70.6091525423729,73.25146752179795,179.04,0.45,54.17254237288135,28.69110402758056,164.32,15.86,75.85932203389831,33.04369588081018,178.83,7.78,56.35016949152543,30.236795036986116,117.43,1.69,62.89454237288136,40.392310079127014,162.837,5.212
noViolencia,NV_696.mp4,69.63602941176471,44.92480240647837,184.99,1.31,61.601352941176465,53.79100477195809,205.492,0.0,45.491224264705885,39.54856993441443,181.434,0.0,138.66202205882354,105.64317526654543,333.85,0.15,54.203823529411764,67.9071102370807,180.0,0.0,39.94455882352941,31.67287680754465,119.5,0.0,61.437132352941184,26.578699789891218,174.06,22.36,36.899264705882345,27.08058619260001,137.62,0.0,69.63593382352941,44.92484538262131,184.99,1.311
noViolencia,NV_70.mp4,87.94157894736841,48.22654730272011,201.69,10.3,61.19036842105263,51.366557757927126,169.036,0.0,56.619254385964915,36.667601906718446,164.896,0.0,151.80026315789473,111.48068140480127,344.03,0.23,43.65236842105263,52.84959102331911,180.0,0.24,46.03859649122808,41.60586584063615,180.0,1.59,58.89017543859649,37.73669634846674,169.28,2.68,34.602543859649124,43.86384359455336,178.15,0.0,87.94171929824563,48.22612236223747,201.692,10.302
noViolencia,NV_705.mp4,61.2309375,29.78216096921054,112.58,18.85,52.702124999999995,50.828464501027945,155.503,0.0,46.9524375,41.61574086726622,137.479,0.0,189.5459375,115.63557564145842,351.42,1.47,11.857499999999998,28.32226890856438,155.85,0.16,34.740625,24.86678312171843,96.27,0.0,38.0109375,12.868964506899484,67.38,0.67,29.801562500000003,30.003550016770863,142.95,0.0,61.23103125,29.781586746310616,112.577,18.852
noViolencia,NV_706.mp4,64.1025,26.90750564910115,114.19,22.47,29.784724999999998,55.88514090341215,163.158,0.0,57.75327500000001,48.5004890950689,161.413,0.0,190.30775,112.57721863834686,348.51,6.02,12.897499999999999,29.20512896208999,159.49,1.08,31.085500000000003,26.80903865471016,116.76,0.0,36.494749999999996,7.929513189539249,43.15,1.03,25.95675,18.09546810916323,47.5,0.0,64.103,26.90700399047783,114.191,22.471
noViolencia,NV_708.mp4,71.79053571428571,33.830713824712745,138.79,15.95,23.28864285714286,37.39376428104683,121.54,0.0,14.546446428571429,26.118908339932688,111.392,0.0,191.43982142857143,115.46179326341634,347.74,8.25,4.569821428571428,5.239056296378515,39.16,0.22,47.619107142857146,23.42815301584327,170.38,18.51,45.12517857142858,33.893699548123124,177.96,3.3,32.629107142857144,17.325527910286883,55.71,0.0,71.790625,33.83163796725969,138.795,15.95
noViolencia,NV_709.mp4,70.62218390804597,36.65670979618961,181.41,6.77,40.1027816091954,48.49342239343903,203.246,0.0,22.07955172413793,25.017196134584047,108.505,0.0,185.3283908045977,121.98277381123413,350.21,0.51,9.507356321839081,22.025166232763393,179.61,0.0,46.57390804597702,36.339462512706156,162.3,1.68,42.915402298850566,21.76593352779232,137.33,6.89,40.681839080459774,20.90345072930325,114.25,0.0,70.6224367816092,36.65682180513629,181.415,6.773
noViolencia,NV_712.mp4,73.1875,54.4972943517994,153.91,35.27,17.83175,23.779503420312768,52.592,0.83,12.7065,11.483294779809496,24.885,0.06,154.0075,95.81890258016246,297.71,104.32,7.452500000000001,3.9143613783093656,10.36,1.84,29.0825,20.97829413941944,48.24,0.0,57.205,22.647528930694993,84.83,33.73,13.08,16.23648566244145,35.64,0.0,73.1855,54.496375478864046,153.906,35.265
noViolencia,NV_724.mp4,172.2723076923077,68.96451734453089,244.18,21.86,41.71153846153845,49.37116858656035,153.269,0.0,41.97838461538461,44.368569191374014,100.486,0.0,253.3646153846154,108.35574047363501,312.98,0.35,8.839230769230769,8.40703719267224,35.91,0.15,7.5030769230769225,13.86366376817193,50.6,0.0,66.60230769230769,49.601228169244315,165.39,2.74,21.99384615384615,36.44545800198372,123.82,0.08,172.27246153846156,68.96351834559026,244.178,21.863
noViolencia,NV_725.mp4,145.382,70.12269832229791,193.36,24.72,59.7876,42.1235746619396,112.306,0.0,21.5498,36.949076635282786,86.985,0.0,245.154,132.3981904332533,334.14,10.5,18.954,29.99925882417764,72.61,4.66,7.172,4.136099611953271,10.67,0.0,43.932,26.68351401146408,78.33,8.39,8.373999999999999,12.596687262927505,30.34,0.19,145.38240000000002,70.1214015140884,193.364,24.723
