categoria,video,frame,persona_1,persona_2,distancia_centros,velocidad_relativa,aceleracion_prom,diferencia_orientacion,ang_brazo_der,ang_brazo_izq,ang_pierna_der,ang_pierna_izq,movimiento_relativo
noViolencia,NV_279.mp4,80,0,2,403.97,38.89,92.013,217.08,9.11,14.99,25.88,1.26,403.973
noViolencia,NV_279.mp4,80,1,2,551.2,452.137,166.234,193.37,6.19,22.96,40.65,1.21,551.203
noViolencia,NV_279.mp4,100,0,1,50.9,241.68,315.443,273.23,125.06,13.05,73.89,70.39,50.899
noViolencia,NV_28.mp4,0,0,1,231.73,0.0,0.0,284.17,12.67,9.45,82.69,0.0,231.729
noViolencia,NV_28.mp4,0,0,2,419.57,0.0,0.0,265.71,12.67,9.45,82.69,0.0,419.567
noViolencia,NV_28.mp4,0,0,3,667.29,0.0,0.0,249.72,12.67,9.45,82.69,0.0,667.29
noViolencia,NV_28.mp4,0,1,2,247.76,0.0,0.0,18.47,13.4,180.0,50.84,0.0,247.764
noViolencia,NV_28.mp4,0,1,3,485.34,0.0,0.0,34.45,13.4,180.0,50.84,0.0,485.335
noViolencia,NV_28.mp4,0,2,3,248.14,0.0,0.0,15.99,4.39,49.52,43.19,17.32,248.143
noViolencia,NV_28.mp4,10,0,1,98.88,17.812,87.271,231.24,8.61,8.58,84.94,0.25,98.877
noViolencia,NV_28.mp4,20,0,1,320.26,81.325,41.805,276.16,180.0,21.15,15.78,1.95,320.262
noViolencia,NV_28.mp4,30,0,1,323.1,9.581,45.453,264.66,76.54,38.21,13.5,16.92,323.102
noViolencia,NV_28.mp4,40,0,1,328.59,57.795,33.688,267.26,21.29,10.96,157.39,15.64,328.591
noViolencia,NV_28.mp4,50,0,1,180.43,37.555,233.004,259.61,103.36,18.43,25.34,167.74,180.434
noViolencia,NV_28.mp4,50,0,2,262.47,367.347,111.442,76.66,103.36,18.43,25.34,167.74,262.473
noViolencia,NV_28.mp4,50,0,3,456.36,367.347,111.442,266.3,103.36,18.43,25.34,167.74,456.362
noViolencia,NV_28.mp4,50,0,4,152.12,367.347,111.442,305.66,103.36,18.43,25.34,167.74,152.119
noViolencia,NV_28.mp4,50,1,2,82.84,329.792,121.562,182.96,85.23,104.5,20.09,2.18,82.838
noViolencia,NV_28.mp4,50,1,3,627.62,329.792,121.562,6.69,85.23,104.5,20.09,2.18,627.623
noViolencia,NV_28.mp4,50,1,4,32.8,329.792,121.562,46.04,85.23,104.5,20.09,2.18,32.804
noViolencia,NV_28.mp4,50,2,3,710.07,0.0,0.0,189.65,17.39,61.21,56.21,33.44,710.069
noViolencia,NV_28.mp4,50,2,4,114.49,0.0,0.0,229.0,17.39,61.21,56.21,33.44,114.489
noViolencia,NV_28.mp4,50,3,4,595.58,0.0,0.0,39.35,171.58,71.77,24.11,9.05,595.58
noViolencia,NV_28.mp4,60,0,1,97.61,32.969,29.779,15.21,15.22,57.64,139.97,143.76,97.609
noViolencia,NV_28.mp4,60,0,2,92.89,212.841,77.253,129.2,15.22,57.64,139.97,143.76,92.889
noViolencia,NV_28.mp4,60,1,2,139.75,179.873,74.96,113.99,0.0,0.0,95.62,20.69,139.749
noViolencia,NV_28.mp4,70,0,1,313.8,74.675,20.853,303.12,63.13,180.0,45.98,0.0,313.803
noViolencia,NV_28.mp4,70,0,2,345.24,261.131,24.145,198.07,63.13,180.0,45.98,0.0,345.238
noViolencia,NV_28.mp4,70,1,2,48.63,186.456,9.379,105.05,16.58,88.64,40.61,17.36,48.634
noViolencia,NV_28.mp4,90,0,1,385.95,352.103,172.703,318.65,2.26,0.0,0.0,6.33,385.949
noViolencia,NV_28.mp4,90,0,2,244.09,352.103,79.476,319.23,2.26,0.0,0.0,6.33,244.089
noViolencia,NV_28.mp4,90,0,3,151.34,352.103,24.594,320.22,2.26,0.0,0.0,6.33,151.344
noViolencia,NV_28.mp4,90,0,4,194.84,352.103,24.594,113.56,2.26,0.0,0.0,6.33,194.839
noViolencia,NV_28.mp4,90,0,5,267.59,352.103,24.594,328.92,2.26,0.0,0.0,6.33,267.586
noViolencia,NV_28.mp4,90,0,6,522.15,352.103,24.594,327.06,2.26,0.0,0.0,6.33,522.152
noViolencia,NV_28.mp4,90,0,7,271.43,352.103,24.594,119.35,2.26,0.0,0.0,6.33,271.43
noViolencia,NV_28.mp4,90,0,8,106.82,352.103,24.594,321.24,2.26,0.0,0.0,6.33,106.817
noViolencia,NV_28.mp4,90,0,9,229.34,352.103,24.594,317.66,2.26,0.0,0.0,6.33,229.338
noViolencia,NV_28.mp4,90,0,10,405.1,352.103,24.594,94.61,2.26,0.0,0.0,6.33,405.096
noViolencia,NV_28.mp4,90,0,11,178.77,352.103,24.594,315.08,2.26,0.0,0.0,6.33,178.775
noViolencia,NV_28.mp4,90,0,12,394.77,352.103,24.594,315.92,2.26,0.0,0.0,6.33,394.771
noViolencia,NV_28.mp4,90,0,13,581.04,352.103,24.594,318.99,2.26,0.0,0.0,6.33,581.042
noViolencia,NV_28.mp4,90,0,14,307.64,352.103,24.594,29.51,2.26,0.0,0.0,6.33,307.639
noViolencia,NV_28.mp4,90,0,15,439.09,352.103,24.594,316.03,2.26,0.0,0.0,6.33,439.085
noViolencia,NV_28.mp4,90,0,16,397.4,352.103,24.594,322.73,2.26,0.0,0.0,6.33,397.398
noViolencia,NV_28.mp4,90,0,17,544.73,352.103,24.594,103.89,2.26,0.0,0.0,6.33,544.733
noViolencia,NV_28.mp4,90,0,18,162.81,352.103,24.594,317.35,2.26,0.0,0.0,6.33,162.806
noViolencia,NV_28.mp4,90,1,2,146.29,0.0,202.991,0.58,4.89,0.0,19.51,0.83,146.285
noViolencia,NV_28.mp4,90,1,3,536.86,0.0,148.109,1.57,4.89,0.0,19.51,0.83,536.865
noViolencia,NV_28.mp4,90,1,4,580.68,0.0,148.109,205.09,4.89,0.0,19.51,0.83,580.683
noViolencia,NV_28.mp4,90,1,5,120.12,0.0,148.109,10.28,4.89,0.0,19.51,0.83,120.117
noViolencia,NV_28.mp4,90,1,6,136.52,0.0,148.109,8.41,4.89,0.0,19.51,0.83,136.522
noViolencia,NV_28.mp4,90,1,7,655.56,0.0,148.109,199.3,4.89,0.0,19.51,0.83,655.562
noViolencia,NV_28.mp4,90,1,8,279.76,0.0,148.109,2.59,4.89,0.0,19.51,0.83,279.759
noViolencia,NV_28.mp4,90,1,9,160.09,0.0,148.109,0.99,4.89,0.0,19.51,0.83,160.091
noViolencia,NV_28.mp4,90,1,10,790.38,0.0,148.109,224.04,4.89,0.0,19.51,0.83,790.378
noViolencia,NV_28.mp4,90,1,11,562.5,0.0,148.109,3.57,4.89,0.0,19.51,0.83,562.5
noViolencia,NV_28.mp4,90,1,12,31.56,0.0,148.109,2.73,4.89,0.0,19.51,0.83,31.561
noViolencia,NV_28.mp4,90,1,13,198.39,0.0,148.109,0.34,4.89,0.0,19.51,0.83,198.39
noViolencia,NV_28.mp4,90,1,14,693.33,0.0,148.109,289.14,4.89,0.0,19.51,0.83,693.333
noViolencia,NV_28.mp4,90,1,15,54.3,0.0,148.109,2.62,4.89,0.0,19.51,0.83,54.297
noViolencia,NV_28.mp4,90,1,16,14.32,0.0,148.109,4.08,4.89,0.0,19.51,0.83,14.319
noViolencia,NV_28.mp4,90,1,17,930.55,0.0,148.109,214.76,4.89,0.0,19.51,0.83,930.554
noViolencia,NV_28.mp4,90,1,18,227.67,0.0,148.109,1.3,4.89,0.0,19.51,0.83,227.672
noViolencia,NV_28.mp4,90,2,3,393.47,0.0,54.881,0.99,30.44,0.0,70.96,180.0,393.468
noViolencia,NV_28.mp4,90,2,4,438.62,0.0,54.881,205.68,30.44,0.0,70.96,180.0,438.616
noViolencia,NV_28.mp4,90,2,5,51.61,0.0,54.881,9.69,30.44,0.0,70.96,180.0,51.613
noViolencia,NV_28.mp4,90,2,6,280.15,0.0,54.881,7.83,30.44,0.0,70.96,180.0,280.149
noViolencia,NV_28.mp4,90,2,7,515.44,0.0,54.881,199.88,30.44,0.0,70.96,180.0,515.442
noViolencia,NV_28.mp4,90,2,8,137.33,0.0,54.881,2.01,30.44,0.0,70.96,180.0,137.328
noViolencia,NV_28.mp4,90,2,9,14.79,0.0,54.881,1.57,30.44,0.0,70.96,180.0,14.794
noViolencia,NV_28.mp4,90,2,10,649.1,0.0,54.881,224.63,30.44,0.0,70.96,180.0,649.096
noViolencia,NV_28.mp4,90,2,11,418.0,0.0,54.881,4.15,30.44,0.0,70.96,180.0,418.002
noViolencia,NV_28.mp4,90,2,12,151.16,0.0,54.881,3.31,30.44,0.0,70.96,180.0,151.161
noViolencia,NV_28.mp4,90,2,13,337.3,0.0,54.881,0.24,30.44,0.0,70.96,180.0,337.295
noViolencia,NV_28.mp4,90,2,14,549.74,0.0,54.881,289.73,30.44,0.0,70.96,180.0,549.74
noViolencia,NV_28.mp4,90,2,15,197.17,0.0,54.881,3.2,30.44,0.0,70.96,180.0,197.172
noViolencia,NV_28.mp4,90,2,16,159.24,0.0,54.881,3.5,30.44,0.0,70.96,180.0,159.241
noViolencia,NV_28.mp4,90,2,17,788.25,0.0,54.881,215.34,30.44,0.0,70.96,180.0,788.247
noViolencia,NV_28.mp4,90,2,18,82.28,0.0,54.881,1.88,30.44,0.0,70.96,180.0,82.281
noViolencia,NV_28.mp4,90,3,4,48.82,0.0,0.0,206.66,15.15,0.0,51.35,23.33,48.824
noViolencia,NV_28.mp4,90,3,5,418.9,0.0,0.0,8.71,15.15,0.0,51.35,23.33,418.9
noViolencia,NV_28.mp4,90,3,6,672.79,0.0,0.0,6.84,15.15,0.0,51.35,23.33,672.792
noViolencia,NV_28.mp4,90,3,7,129.51,0.0,0.0,200.87,15.15,0.0,51.35,23.33,129.511
noViolencia,NV_28.mp4,90,3,8,257.14,0.0,0.0,1.02,15.15,0.0,51.35,23.33,257.136
noViolencia,NV_28.mp4,90,3,9,378.85,0.0,0.0,2.56,15.15,0.0,51.35,23.33,378.852
noViolencia,NV_28.mp4,90,3,10,257.25,0.0,0.0,225.61,15.15,0.0,51.35,23.33,257.251
noViolencia,NV_28.mp4,90,3,11,32.16,0.0,0.0,5.14,15.15,0.0,51.35,23.33,32.157
noViolencia,NV_28.mp4,90,3,12,544.6,0.0,0.0,4.3,15.15,0.0,51.35,23.33,544.601
noViolencia,NV_28.mp4,90,3,13,730.76,0.0,0.0,1.23,15.15,0.0,51.35,23.33,730.756
noViolencia,NV_28.mp4,90,3,14,156.47,0.0,0.0,290.71,15.15,0.0,51.35,23.33,156.469
noViolencia,NV_28.mp4,90,3,15,589.67,0.0,0.0,4.19,15.15,0.0,51.35,23.33,589.673
noViolencia,NV_28.mp4,90,3,16,548.5,0.0,0.0,2.51,15.15,0.0,51.35,23.33,548.497
noViolencia,NV_28.mp4,90,3,17,394.96,0.0,0.0,216.33,15.15,0.0,51.35,23.33,394.959
noViolencia,NV_28.mp4,90,3,18,311.31,0.0,0.0,2.87,15.15,0.0,51.35,23.33,311.31
noViolencia,NV_28.mp4,90,4,5,461.82,0.0,0.0,215.37,4.02,14.81,35.1,0.0,461.815
noViolencia,NV_28.mp4,90,4,6,716.96,0.0,0.0,213.5,4.02,14.81,35.1,0.0,716.964
noViolencia,NV_28.mp4,90,4,7,80.7,0.0,0.0,5.79,4.02,14.81,35.1,0.0,80.701
noViolencia,NV_28.mp4,90,4,8,301.56,0.0,0.0,207.68,4.02,14.81,35.1,0.0,301.564
noViolencia,NV_28.mp4,90,4,9,423.91,0.0,0.0,204.11,4.02,14.81,35.1,0.0,423.91
noViolencia,NV_28.mp4,90,4,10,210.58,0.0,0.0,18.95,4.02,14.81,35.1,0.0,210.583
noViolencia,NV_28.mp4,90,4,11,45.97,0.0,0.0,201.53,4.02,14.81,35.1,0.0,45.974
noViolencia,NV_28.mp4,90,4,12,589.52,0.0,0.0,202.36,4.02,14.81,35.1,0.0,589.52
noViolencia,NV_28.mp4,90,4,13,775.79,0.0,0.0,205.43,4.02,14.81,35.1,0.0,775.789
noViolencia,NV_28.mp4,90,4,14,115.17,0.0,0.0,84.05,4.02,14.81,35.1,0.0,115.169
noViolencia,NV_28.mp4,90,4,15,633.91,0.0,0.0,202.48,4.02,14.81,35.1,0.0,633.913
noViolencia,NV_28.mp4,90,4,16,591.98,0.0,0.0,209.17,4.02,14.81,35.1,0.0,591.983
noViolencia,NV_28.mp4,90,4,17,349.9,0.0,0.0,9.66,4.02,14.81,35.1,0.0,349.901
noViolencia,NV_28.mp4,90,4,18,356.78,0.0,0.0,203.79,4.02,14.81,35.1,0.0,356.775
noViolencia,NV_28.mp4,90,5,6,256.51,0.0,0.0,1.87,6.93,40.1,65.3,0.0,256.513
noViolencia,NV_28.mp4,90,5,7,535.91,0.0,0.0,209.57,6.93,40.1,65.3,0.0,535.913
noViolencia,NV_28.mp4,90,5,8,162.91,0.0,0.0,7.69,6.93,40.1,65.3,0.0,162.91
noViolencia,NV_28.mp4,90,5,9,57.82,0.0,0.0,11.26,6.93,40.1,65.3,0.0,57.825
noViolencia,NV_28.mp4,90,5,10,670.97,0.0,0.0,234.32,6.93,40.1,65.3,0.0,670.97
noViolencia,NV_28.mp4,90,5,11,445.49,0.0,0.0,13.84,6.93,40.1,65.3,0.0,445.494
noViolencia,NV_28.mp4,90,5,12,135.21,0.0,0.0,13.01,6.93,40.1,65.3,0.0,135.21
noViolencia,NV_28.mp4,90,5,13,318.25,0.0,0.0,9.94,6.93,40.1,65.3,0.0,318.253
noViolencia,NV_28.mp4,90,5,14,575.22,0.0,0.0,299.42,6.93,40.1,65.3,0.0,575.219
noViolencia,NV_28.mp4,90,5,15,174.3,0.0,0.0,12.89,6.93,40.1,65.3,0.0,174.297
noViolencia,NV_28.mp4,90,5,16,130.52,0.0,0.0,6.2,6.93,40.1,65.3,0.0,130.522
noViolencia,NV_28.mp4,90,5,17,811.47,0.0,0.0,225.03,6.93,40.1,65.3,0.0,811.468
noViolencia,NV_28.mp4,90,5,18,116.46,0.0,0.0,11.58,6.93,40.1,65.3,0.0,116.46
noViolencia,NV_28.mp4,90,6,7,792.07,0.0,0.0,207.71,9.88,49.81,6.66,9.59,792.067
noViolencia,NV_28.mp4,90,6,8,415.68,0.0,0.0,5.82,9.88,49.81,6.66,9.59,415.677
noViolencia,NV_28.mp4,90,6,9,294.5,0.0,0.0,9.4,9.88,49.81,6.66,9.59,294.496
noViolencia,NV_28.mp4,90,6,10,926.82,0.0,0.0,232.45,9.88,49.81,6.66,9.59,926.818
noViolencia,NV_28.mp4,90,6,11,697.95,0.0,0.0,11.97,9.88,49.81,6.66,9.59,697.948
noViolencia,NV_28.mp4,90,6,12,129.97,0.0,0.0,11.14,9.88,49.81,6.66,9.59,129.971
noViolencia,NV_28.mp4,90,6,13,66.3,0.0,0.0,8.07,9.88,49.81,6.66,9.59,66.299
noViolencia,NV_28.mp4,90,6,14,829.24,0.0,0.0,297.55,9.88,49.81,6.66,9.59,829.242
noViolencia,NV_28.mp4,90,6,15,83.12,0.0,0.0,11.03,9.88,49.81,6.66,9.59,83.123
noViolencia,NV_28.mp4,90,6,16,126.26,0.0,0.0,4.33,9.88,49.81,6.66,9.59,126.264
noViolencia,NV_28.mp4,90,6,17,1066.86,0.0,0.0,223.16,9.88,49.81,6.66,9.59,1066.863
noViolencia,NV_28.mp4,90,6,18,362.34,0.0,0.0,9.71,9.88,49.81,6.66,9.59,362.345
noViolencia,NV_28.mp4,90,7,8,378.11,0.0,0.0,201.89,3.0,34.05,54.98,6.02,378.114
noViolencia,NV_28.mp4,90,7,9,500.67,0.0,0.0,198.31,3.0,34.05,54.98,6.02,500.671
noViolencia,NV_28.mp4,90,7,10,135.6,0.0,0.0,24.74,3.0,34.05,54.98,6.02,135.603
noViolencia,NV_28.mp4,90,7,11,119.18,0.0,0.0,195.73,3.0,34.05,54.98,6.02,119.18
noViolencia,NV_28.mp4,90,7,12,665.77,0.0,0.0,196.57,3.0,34.05,54.98,6.02,665.768
noViolencia,NV_28.mp4,90,7,13,851.95,0.0,0.0,199.64,3.0,34.05,54.98,6.02,851.952
noViolencia,NV_28.mp4,90,7,14,69.49,0.0,0.0,89.84,3.0,34.05,54.98,6.02,69.487
noViolencia,NV_28.mp4,90,7,15,709.23,0.0,0.0,196.68,3.0,34.05,54.98,6.02,709.228
noViolencia,NV_28.mp4,90,7,16,666.42,0.0,0.0,203.38,3.0,34.05,54.98,6.02,666.416
noViolencia,NV_28.mp4,90,7,17,276.99,0.0,0.0,15.46,3.0,34.05,54.98,6.02,276.995
noViolencia,NV_28.mp4,90,7,18,434.19,0.0,0.0,198.0,3.0,34.05,54.98,6.02,434.191
noViolencia,NV_28.mp4,90,8,9,122.56,0.0,0.0,3.58,12.95,0.0,53.15,0.0,122.559
noViolencia,NV_28.mp4,90,8,10,511.91,0.0,0.0,226.63,12.95,0.0,53.15,0.0,511.909
noViolencia,NV_28.mp4,90,8,11,282.92,0.0,0.0,6.16,12.95,0.0,53.15,0.0,282.918
noViolencia,NV_28.mp4,90,8,12,287.97,0.0,0.0,5.32,12.95,0.0,53.15,0.0,287.97
noViolencia,NV_28.mp4,90,8,13,474.24,0.0,0.0,2.25,12.95,0.0,53.15,0.0,474.242
noViolencia,NV_28.mp4,90,8,14,413.6,0.0,0.0,291.73,12.95,0.0,53.15,0.0,413.603
noViolencia,NV_28.mp4,90,8,15,332.57,0.0,0.0,5.21,12.95,0.0,53.15,0.0,332.567
noViolencia,NV_28.mp4,90,8,16,291.53,0.0,0.0,1.49,12.95,0.0,53.15,0.0,291.53
noViolencia,NV_28.mp4,90,8,17,651.4,0.0,0.0,217.35,12.95,0.0,53.15,0.0,651.398
noViolencia,NV_28.mp4,90,8,18,57.19,0.0,0.0,3.89,12.95,0.0,53.15,0.0,57.186
noViolencia,NV_28.mp4,90,9,10,634.37,0.0,0.0,223.06,10.95,48.94,60.18,15.53,634.37
noViolencia,NV_28.mp4,90,9,11,403.52,0.0,0.0,2.58,10.95,48.94,60.18,15.53,403.524
noViolencia,NV_28.mp4,90,9,12,165.75,0.0,0.0,1.74,10.95,48.94,60.18,15.53,165.749
noViolencia,NV_28.mp4,90,9,13,351.94,0.0,0.0,1.32,10.95,48.94,60.18,15.53,351.944
noViolencia,NV_28.mp4,90,9,14,535.16,0.0,0.0,288.16,10.95,48.94,60.18,15.53,535.163
noViolencia,NV_28.mp4,90,9,15,211.45,0.0,0.0,1.63,10.95,48.94,60.18,15.53,211.453
noViolencia,NV_28.mp4,90,9,16,172.82,0.0,0.0,5.07,10.95,48.94,60.18,15.53,172.825
noViolencia,NV_28.mp4,90,9,17,773.58,0.0,0.0,213.77,10.95,48.94,60.18,15.53,773.582
noViolencia,NV_28.mp4,90,9,18,67.85,0.0,0.0,0.31,10.95,48.94,60.18,15.53,67.849
noViolencia,NV_28.mp4,90,10,11,237.88,0.0,0.0,220.48,5.26,32.23,70.74,13.19,237.881
noViolencia,NV_28.mp4,90,10,12,799.87,0.0,0.0,221.31,5.26,32.23,70.74,13.19,799.865
noViolencia,NV_28.mp4,90,10,13,986.13,0.0,0.0,224.38,5.26,32.23,70.74,13.19,986.134
noViolencia,NV_28.mp4,90,10,14,108.74,0.0,0.0,65.1,5.26,32.23,70.74,13.19,108.736
noViolencia,NV_28.mp4,90,10,15,843.86,0.0,0.0,221.43,5.26,32.23,70.74,13.19,843.862
noViolencia,NV_28.mp4,90,10,16,801.41,0.0,0.0,228.12,5.26,32.23,70.74,13.19,801.407
noViolencia,NV_28.mp4,90,10,17,141.47,0.0,0.0,9.29,5.26,32.23,70.74,13.19,141.475
noViolencia,NV_28.mp4,90,10,18,567.34,0.0,0.0,222.74,5.26,32.23,70.74,13.19,567.34
noViolencia,NV_28.mp4,90,11,12,569.12,0.0,0.0,0.84,117.04,159.33,11.96,9.54,569.118
noViolencia,NV_28.mp4,90,11,13,754.96,0.0,0.0,3.9,117.04,159.33,11.96,9.54,754.958
noViolencia,NV_28.mp4,90,11,14,132.77,0.0,0.0,285.58,117.04,159.33,11.96,9.54,132.766
noViolencia,NV_28.mp4,90,11,15,614.84,0.0,0.0,0.95,117.04,159.33,11.96,9.54,614.845
noViolencia,NV_28.mp4,90,11,16,574.41,0.0,0.0,7.65,117.04,159.33,11.96,9.54,574.415
noViolencia,NV_28.mp4,90,11,17,372.59,0.0,0.0,211.19,117.04,159.33,11.96,9.54,372.587
noViolencia,NV_28.mp4,90,11,18,335.72,0.0,0.0,2.27,117.04,159.33,11.96,9.54,335.721
noViolencia,NV_28.mp4,90,12,13,186.27,0.0,0.0,3.07,14.2,49.89,95.02,0.0,186.273
noViolencia,NV_28.mp4,90,12,14,700.9,0.0,0.0,286.41,14.2,49.89,95.02,0.0,700.899
noViolencia,NV_28.mp4,90,12,15,49.05,0.0,0.0,0.11,14.2,49.89,95.02,0.0,49.051
noViolencia,NV_28.mp4,90,12,16,39.53,0.0,0.0,6.81,14.2,49.89,95.02,0.0,39.526
noViolencia,NV_28.mp4,90,12,17,939.28,0.0,0.0,212.03,14.2,49.89,95.02,0.0,939.284
noViolencia,NV_28.mp4,90,12,18,233.42,0.0,0.0,1.43,14.2,49.89,95.02,0.0,233.425
noViolencia,NV_28.mp4,90,13,14,886.97,0.0,0.0,289.48,0.98,0.13,15.52,12.16,886.966
noViolencia,NV_28.mp4,90,13,15,144.09,0.0,0.0,2.96,0.98,0.13,15.52,12.16,144.093
noViolencia,NV_28.mp4,90,13,16,189.59,0.0,0.0,3.74,0.98,0.13,15.52,12.16,189.585
noViolencia,NV_28.mp4,90,13,17,1125.52,0.0,0.0,215.09,0.98,0.13,15.52,12.16,1125.524
noViolencia,NV_28.mp4,90,13,18,419.47,0.0,0.0,1.64,0.98,0.13,15.52,12.16,419.467
noViolencia,NV_28.mp4,90,14,15,746.12,0.0,0.0,286.53,65.23,18.3,90.0,18.8,746.12
noViolencia,NV_28.mp4,90,14,16,704.94,0.0,0.0,293.22,65.23,18.3,90.0,18.8,704.945
noViolencia,NV_28.mp4,90,14,17,239.83,0.0,0.0,74.39,65.23,18.3,90.0,18.8,239.834
noViolencia,NV_28.mp4,90,14,18,467.51,0.0,0.0,287.84,65.23,18.3,90.0,18.8,467.508
noViolencia,NV_28.mp4,90,15,16,46.46,0.0,0.0,6.7,24.68,31.29,32.34,18.97,46.458
noViolencia,NV_28.mp4,90,15,17,983.81,0.0,0.0,212.14,24.68,31.29,32.34,18.97,983.813
noViolencia,NV_28.mp4,90,15,18,279.3,0.0,0.0,1.32,24.68,31.29,32.34,18.97,279.3
noViolencia,NV_28.mp4,90,16,17,941.77,0.0,0.0,218.83,11.82,38.03,37.17,28.94,941.775
noViolencia,NV_28.mp4,90,16,18,240.16,0.0,0.0,5.38,11.82,38.03,37.17,28.94,240.159
noViolencia,NV_28.mp4,90,17,18,706.19,0.0,0.0,213.46,79.3,20.74,111.23,3.24,706.191
noViolencia,NV_28.mp4,100,0,1,371.19,54.566,148.768,311.2,0.68,15.64,13.84,0.0,371.194
noViolencia,NV_28.mp4,100,0,2,412.83,761.372,556.738,91.67,0.68,15.64,13.84,0.0,412.831
noViolencia,NV_28.mp4,100,0,3,270.5,716.001,534.052,116.19,0.68,15.64,13.84,0.0,270.5
noViolencia,NV_28.mp4,100,0,4,310.39,22.605,187.354,58.08,0.68,15.64,13.84,0.0,310.387
noViolencia,NV_28.mp4,100,0,5,154.89,333.482,342.792,313.5,0.68,15.64,13.84,0.0,154.891
noViolencia,NV_28.mp4,100,0,6,263.17,169.405,260.754,314.85,0.68,15.64,13.84,0.0,263.174
noViolencia,NV_28.mp4,100,0,7,229.5,188.202,270.152,107.25,0.68,15.64,13.84,0.0,229.496
noViolencia,NV_28.mp4,100,0,8,567.03,687.523,519.813,100.05,0.68,15.64,13.84,0.0,567.026
noViolencia,NV_28.mp4,100,0,9,368.27,780.072,566.087,129.38,0.68,15.64,13.84,0.0,368.266
noViolencia,NV_28.mp4,100,0,10,83.91,491.247,421.675,319.73,0.68,15.64,13.84,0.0,83.909
noViolencia,NV_28.mp4,100,0,11,128.68,210.037,281.07,316.43,0.68,15.64,13.84,0.0,128.683
noViolencia,NV_28.mp4,100,0,12,504.32,1122.412,737.258,126.89,0.68,15.64,13.84,0.0,504.324
noViolencia,NV_28.mp4,100,0,13,257.22,232.28,292.192,317.9,0.68,15.64,13.84,0.0,257.219
noViolencia,NV_28.mp4,100,0,14,329.17,213.107,282.605,123.83,0.68,15.64,13.84,0.0,329.168
noViolencia,NV_28.mp4,100,1,2,777.83,815.939,457.041,219.54,9.61,7.73,0.0,4.84,777.829
noViolencia,NV_28.mp4,100,1,3,636.76,770.567,434.355,195.02,9.61,7.73,0.0,4.84,636.759
noViolencia,NV_28.mp4,100,1,4,666.73,77.172,87.658,253.13,9.61,7.73,0.0,4.84,666.726
noViolencia,NV_28.mp4,100,1,5,504.88,388.048,243.096,2.29,9.61,7.73,0.0,4.84,504.878
noViolencia,NV_28.mp4,100,1,6,110.64,223.972,161.058,3.64,9.61,7.73,0.0,4.84,110.64
noViolencia,NV_28.mp4,100,1,7,585.06,242.768,170.456,203.95,9.61,7.73,0.0,4.84,585.064
noViolencia,NV_28.mp4,100,1,8,930.98,742.089,420.116,211.15,9.61,7.73,0.0,4.84,930.984
noViolencia,NV_28.mp4,100,1,9,727.23,834.638,466.391,181.82,9.61,7.73,0.0,4.84,727.232
noViolencia,NV_28.mp4,100,1,10,293.17,545.813,321.979,8.53,9.61,7.73,0.0,4.84,293.169
noViolencia,NV_28.mp4,100,1,11,248.63,264.604,181.374,5.23,9.61,7.73,0.0,4.84,248.625
noViolencia,NV_28.mp4,100,1,12,866.84,1176.979,637.561,184.31,9.61,7.73,0.0,4.84,866.836
noViolencia,NV_28.mp4,100,1,13,115.98,286.847,192.495,6.7,9.61,7.73,0.0,4.84,115.979
noViolencia,NV_28.mp4,100,1,14,689.22,267.673,182.909,187.37,9.61,7.73,0.0,4.84,689.22
noViolencia,NV_28.mp4,100,2,3,142.33,45.372,842.325,24.52,7.77,32.83,45.77,14.84,142.331
noViolencia,NV_28.mp4,100,2,4,118.77,738.767,495.627,33.59,7.77,32.83,45.77,14.84,118.769
noViolencia,NV_28.mp4,100,2,5,274.62,427.89,651.065,221.83,7.77,32.83,45.77,14.84,274.621
noViolencia,NV_28.mp4,100,2,6,667.35,591.967,569.027,223.18,7.77,32.83,45.77,14.84,667.352
noViolencia,NV_28.mp4,100,2,7,195.26,573.17,578.425,15.58,7.77,32.83,45.77,14.84,195.262
noViolencia,NV_28.mp4,100,2,8,154.2,73.85,828.086,8.39,7.77,32.83,45.77,14.84,154.198
noViolencia,NV_28.mp4,100,2,9,62.45,18.699,874.36,37.72,7.77,32.83,45.77,14.84,62.451
noViolencia,NV_28.mp4,100,2,10,485.02,270.125,729.948,228.07,7.77,32.83,45.77,14.84,485.02
noViolencia,NV_28.mp4,100,2,11,529.21,551.335,589.343,224.77,7.77,32.83,45.77,14.84,529.207
noViolencia,NV_28.mp4,100,2,12,92.74,361.04,1045.531,35.23,7.77,32.83,45.77,14.84,92.745
noViolencia,NV_28.mp4,100,2,13,661.88,529.092,600.465,226.23,7.77,32.83,45.77,14.84,661.883
noViolencia,NV_28.mp4,100,2,14,92.32,548.265,590.878,32.17,7.77,32.83,45.77,14.84,92.319
noViolencia,NV_28.mp4,100,3,4,63.04,693.396,472.941,58.11,8.34,16.73,59.35,0.0,63.043
noViolencia,NV_28.mp4,100,3,5,138.58,382.519,628.38,197.31,8.34,16.73,59.35,0.0,138.583
noViolencia,NV_28.mp4,100,3,6,526.52,546.595,546.341,198.66,8.34,16.73,59.35,0.0,526.517
noViolencia,NV_28.mp4,100,3,7,68.24,527.799,555.74,8.94,8.34,16.73,59.35,0.0,68.241
